Id,price
0,17176.62775918571
1,17289.75281556752
2,23173.795322455328
3,14837.75645419596
4,7229.03899162071
5,23173.795322455328
6,6159.020927648616
7,9444.983512279769
8,15700.004244460057
9,21229.24148662396
10,34348.87644654729
11,7729.236546226679
12,14147.264497512477
13,9858.571820932637
14,17397.776231605887
15,9994.802474034866
16,18255.18124905823
17,13560.546154665322
18,14837.75645419596
19,11607.233902717651
20,5048.248408414401
21,4752.826754340994
22,13715.193058330555
23,17812.124076310833
24,19148.173961732864
25,22992.069909678128
26,20343.013136872563
27,17348.267476793317
28,6125.5130252100835
29,16292.218259704634
30,18306.450494895165
31,14822.188733738692
32,14822.188733738692
33,5791.301316064801
34,24408.43403360105
35,19120.28625180486
36,11224.216459496476
37,19700.003899385654
38,18306.450494895165
39,20343.013136872563
40,14837.75645419596
41,17351.558759531898
42,18355.37274326531
43,23352.05938717757
44,18306.450494895165
45,18355.37274326531
46,13344.315894814521
47,10412.171475608264
48,18796.965577286326
49,6882.534851192944
50,20492.39509465111
51,5922.413153592608
52,16428.077838531935
53,16428.077838531935
54,16428.077838531935
55,19544.16800673917
56,25060.804095719104
57,9858.571820932637
58,10158.200223186499
59,17318.041076561294
60,14142.039645932478
61,19213.279347951488
62,11472.727278000686
63,20049.761238255785
64,25805.53250538944
65,18306.450494895165
66,17240.34074374793
67,21229.24148662396
68,29333.696512314982
69,20343.013136872563
70,16428.077838531935
71,19153.503288942906
72,16292.218259704634
73,14822.188733738692
74,17808.21416640092
75,12777.179353069956
76,16428.077838531935
77,20023.42897932995
78,9693.570925672973
79,24209.61995056387
80,8842.994205351373
81,23173.795322455328
82,19700.003899385654
83,12814.494037033683
84,5007.435801135267
85,15141.654723795295
86,16330.450051265232
87,29837.709520815606
88,24954.43529186035
89,18386.261319713423
90,20023.42897932995
91,15920.661419926522
92,24873.53821393827
93,14259.98127473487
94,9147.106772633884
95,19675.050346073367
96,17812.124076310833
97,9491.45787239616
98,33727.57215309074
99,15920.661419926522
100,15490.231009167572
101,18355.37274326531
102,20023.42897932995
103,14142.039645932478
104,10904.342969125695
105,18035.803937512723
106,17289.75281556752
107,16428.077838531935
108,13344.315894814521
109,22797.54887283768
110,6255.709572329931
111,8106.873708849061
112,16428.077838531935
113,7872.910618559523
114,12977.01535972699
115,14822.188733738692
116,17552.40124628635
117,21326.3587338935
118,16598.970377215377
119,19165.740409025893
120,12269.107363873063
121,13226.913028699313
122,17812.124076310833
123,18331.89211678341
124,13344.315894814521
125,6261.046422021284
126,19642.916805123474
127,14822.188733738692
128,19780.276459344142
129,11145.84294404845
130,10077.251274651275
131,27432.010221087174
132,7902.253844894868
133,6447.157069292363
134,13344.315894814521
135,20639.815151330153
136,14837.75645419596
137,13344.315894814521
138,17318.041076561294
139,13560.546154665322
140,16829.65889317345
141,16210.719632928945
142,14837.75645419596
143,16428.077838531935
144,10297.512058835586
145,13177.488566178972
146,31389.722021777594
147,14279.323971936417
148,14142.039645932478
149,12449.641697222189
150,8076.934056553983
151,9804.613141074404
152,17383.991793191817
153,17348.267476793317
154,9798.863052838551
155,9680.03139875462
156,12777.179353069956
157,5523.614846536905
158,17125.23261547908
159,16428.077838531935
160,17812.124076310833
161,33753.23633680322
162,10412.171475608264
163,10412.171475608264
164,26756.57549235777
165,6015.052265852982
166,18542.592377921075
167,13672.260625254115
168,8981.395181697515
169,19780.276459344142
170,26293.546652377147
171,23710.55301035578
172,29228.04933864033
173,16329.736334560783
174,17812.124076310833
175,6595.335440540475
176,19825.713318332004
177,21998.90269557483
178,9889.559303976079
179,31200.39117316016
180,15920.661419926522
181,22416.519457671962
182,18886.245594014476
183,14837.75645419596
184,26849.65157158263
185,9491.45787239616
186,9759.607749074095
187,25011.731313131317
188,21596.136131753625
189,12993.394380020794
190,16236.108073585161
191,19651.253503289154
192,13743.824463043893
193,16428.077838531935
194,17812.124076310833
195,15339.352383403884
196,15612.490678636748
197,13614.003071851062
198,17585.212865870028
199,10700.474698857643
200,13344.315894814521
201,16428.077838531935
202,13440.86313218525
203,23391.670483093996
204,33960.71766221902
205,10045.002997967435
206,16015.127434318836
207,18306.450494895165
208,19394.121345701446
